ano,sigla_uf,id_municipio,ranking,nota
2020,ES,3205002,1,9.95
2020,PR,4113700,1,9.95
2020,PA,1505304,3,9.92
2020,PE,2611606,4,9.9
2020,ES,3205309,5,9.85
2020,ES,3205200,5,9.85
2020,BA,2933307,7,9.8
2020,PR,4126256,8,9.78
2020,PA,1503903,9,9.71
2020,MG,3137205,10,9.69
2020,PR,4106902,11,9.67
2020,ES,3205101,12,9.65
2020,MS,5002704,13,9.64
2020,ES,3200607,13,9.64
2020,DF,5300108,15,9.62
2020,RO,1100049,15,9.62
2020,MG,3137601,15,9.62
2020,ES,3201506,15,9.62
2020,CE,2314102,19,9.6
2020,RO,1100122,20,9.59
2020,RO,1100205,20,9.59
2020,GO,5201405,20,9.59
2020,SC,4204202,23,9.56
2020,PA,1503804,24,9.55
2020,MG,3147907,25,9.54
2020,AL,2704302,26,9.52
2020,SP,3527207,27,9.51
2020,MT,5107909,28,9.5
2020,MG,3171303,29,9.47
2020,SP,3526902,30,9.46
2020,MS,5003207,31,9.44
2020,MG,3105608,31,9.44
2020,MS,5006200,31,9.44
2020,SC,4202404,34,9.38
2020,SC,4215802,35,9.37
2020,AL,2702405,36,9.35
2020,BA,2914802,37,9.33
2020,SP,3548500,37,9.33
2020,RJ,3306107,39,9.32
2020,MT,5108402,40,9.3
2020,AL,2704708,41,9.29
2020,GO,5205497,41,9.29
2020,MG,3169901,41,9.29
2020,RS,4316907,44,9.27
2020,MG,3169406,45,9.26
2020,SC,4205902,45,9.26
2020,SP,3554102,47,9.25
2020,RJ,3303302,47,9.25
2020,CE,2308708,47,9.25
2020,MG,3131703,50,9.24
2020,MG,3138203,50,9.24
2020,ES,3201209,52,9.23
2020,CE,2311801,53,9.2
2020,CE,2311405,53,9.2
2020,ES,3201308,55,9.17
2020,MG,3106200,56,9.16
2020,MG,3170701,57,9.15
2020,SP,3509007,57,9.15
2020,RJ,3302858,57,9.15
2020,MS,5003702,57,9.15
2020,MG,3143906,57,9.15
2020,SC,4209300,62,9.14
2020,BA,2919207,63,9.12
2020,MT,5103403,64,9.1
2020,PR,4115200,65,9.09
2020,PA,1503309,66,9.07
2020,PA,1503606,66,9.07
2020,PB,2506301,68,9.06
2020,AL,2702306,69,9.04
2020,SP,3509502,69,9.04
2020,SP,3537305,69,9.04
2020,SP,3525904,72,9.02
2020,SP,3504503,72,9.02
2020,SP,3556701,74,9.01
2020,MA,2112209,75,9
2020,BA,2925303,75,9
2020,BA,2911709,77,8.94
2020,MG,3118601,77,8.94
2020,SC,4219309,79,8.92
2020,BA,2924009,80,8.91
2020,MG,3124104,81,8.9
2020,CE,2313302,81,8.9
2020,RJ,3306305,81,8.9
2020,RJ,3303500,84,8.89
2020,SP,3518701,84,8.89
2020,SP,3552205,84,8.89
2020,SP,3502804,84,8.89
2020,RS,4303905,84,8.89
2020,PR,4119905,89,8.86
2020,SP,3519600,90,8.85
2020,MG,3146107,90,8.85
2020,PA,1500602,90,8.85
2020,RO,1100114,93,8.84
2020,PR,4104303,93,8.84
2020,SC,4202008,93,8.84
2020,BA,2918001,96,8.82
2020,SP,3511102,97,8.8
2020,RJ,3302403,98,8.77
2020,SP,3549706,98,8.77
2020,SP,3524402,100,8.76
2020,SP,3547809,100,8.76
2020,SP,3505906,100,8.76
2020,MG,3170107,103,8.75
2020,BA,2927408,104,8.74
2020,PB,2507507,105,8.73
2020,SP,3515707,106,8.72
2020,RS,4305108,107,8.71
2020,SP,3539806,108,8.7
2020,RS,4303509,109,8.69
2020,RS,4312401,110,8.68
2020,RS,4307005,111,8.67
2020,AC,1200401,111,8.67
2020,BA,2900702,111,8.67
2020,SP,3522109,114,8.66
2020,MG,3132404,114,8.66
2020,SE,2803500,116,8.65
2020,SP,3525003,116,8.65
2020,RJ,3303906,118,8.63
2020,SP,3513504,118,8.63
2020,SP,3522604,120,8.62
2020,SP,3524006,120,8.62
2020,SC,4218707,122,8.54
2020,SC,4210100,123,8.52
2020,SP,3503307,124,8.51
2020,AM,1302603,124,8.51
2020,MG,3106705,126,8.5
2020,SP,3540705,127,8.49
2020,SP,3507001,127,8.49
2020,PR,4125506,129,8.47
2020,CE,2304400,130,8.46
2020,PA,1501402,131,8.45
2020,PA,1501808,132,8.44
2020,RS,4314902,132,8.44
2020,MG,3136702,132,8.44
2020,CE,2309607,135,8.43
2020,RS,4302105,136,8.4
2020,PE,2610707,137,8.37
2020,SP,3506003,138,8.36
2020,SP,3543402,139,8.34
2020,SC,4207007,139,8.34
2020,SP,3534401,139,8.34
2020,RJ,3305505,139,8.34
2020,MG,3107406,143,8.32
2020,SP,3538709,144,8.31
2020,SP,3546801,145,8.29
2020,SP,3505500,146,8.26
2020,SP,3541406,146,8.26
2020,PR,4122404,148,8.24
2020,RS,4318705,148,8.24
2020,BA,2904605,150,8.23
2020,BA,2918407,151,8.22
2020,MG,3115300,152,8.19
2020,SP,3526803,153,8.18
2020,SP,3506508,153,8.18
2020,RJ,3300100,155,8.17
2020,PR,4104907,155,8.17
2020,SC,4203808,155,8.17
2020,SP,3545209,158,8.16
2020,RJ,3301009,158,8.16
2020,MG,3111200,160,8.13
2020,SP,3530805,161,8.12
2020,SE,2807402,162,8.11
2020,SP,3550704,163,8.1
2020,SP,3528502,164,8.09
2020,SP,3504008,164,8.09
2020,RS,4319901,164,8.09
2020,BA,2914000,167,8.08
2020,SP,3522505,168,8.07
2020,PR,4101804,168,8.07
2020,PA,1503705,170,8.06
2020,SP,3529302,170,8.06
2020,MG,3145208,172,8.04
2020,SC,4208203,172,8.04
2020,PE,2607901,172,8.04
2020,RJ,3303609,175,8.02
2020,MA,2114007,176,8.01
2020,SC,4214805,177,8
2020,BA,2913606,178,7.99
2020,SP,3524303,179,7.98
2020,PR,4107652,180,7.97
2020,SP,3550308,181,7.94
2020,RS,4311403,181,7.94
2020,PE,2601904,183,7.93
2020,BA,2931350,184,7.92
2020,SP,3541000,185,7.9
2020,PR,4108403,186,7.89
2020,TO,1709500,186,7.89
2020,SC,4209102,186,7.89
2020,RS,4317509,186,7.89
2020,SP,3529005,190,7.88
2020,PA,1501709,190,7.88
2020,PA,1501782,192,7.87
2020,BA,2905206,193,7.86
2020,MG,3127701,193,7.86
2020,PE,2604106,195,7.85
2020,PA,1508126,195,7.85
2020,MG,3143302,197,7.84
2020,SP,3501608,197,7.84
2020,SP,3509205,197,7.84
2020,PA,1506500,200,7.81
2020,PE,2606002,200,7.81
2020,SP,3530706,200,7.81
2020,RJ,3304201,200,7.81
2020,PA,1507300,204,7.8
2020,CE,2301109,204,7.8
2020,SP,3549805,204,7.8
2020,MG,3118304,207,7.76
2020,SP,3510500,207,7.76
2020,SP,3518800,207,7.76
2020,SP,3557006,207,7.76
2020,SP,3529401,211,7.75
2020,SP,3557105,211,7.75
2020,SE,2802106,211,7.75
2020,SP,3527108,214,7.74
2020,RS,4304507,214,7.74
2020,SP,3543303,216,7.73
2020,MA,2111300,217,7.72
2020,SC,4207502,217,7.72
2020,RS,4303004,217,7.72
2020,SP,3530508,220,7.71
2020,CE,2300200,220,7.71
2020,MT,5105259,220,7.71
2020,MG,3122306,223,7.69
2020,PI,2211001,224,7.68
2020,SP,3502101,225,7.67
2020,SP,3522208,226,7.65
2020,CE,2303709,227,7.64
2020,PB,2503209,228,7.63
2020,SP,3523404,229,7.62
2020,MG,3167202,230,7.59
2020,SP,3506359,230,7.59
2020,TO,1702109,230,7.59
2020,MG,3107307,230,7.59
2020,SP,3545803,234,7.57
2020,SP,3548807,235,7.56
2020,MG,3101607,235,7.56
2020,MG,3164704,235,7.56
2020,TO,1716109,238,7.55
2020,MG,3118007,239,7.54
2020,SC,4211900,239,7.54
2020,RO,1100288,239,7.54
2020,PA,1500404,242,7.52
2020,SP,3549102,243,7.51
2020,RS,4306106,243,7.51
2020,MG,3119401,245,7.5
2020,SP,3513009,246,7.48
2020,CE,2312908,247,7.45
2020,PA,1501303,247,7.45
2020,SC,4211306,249,7.43
2020,SP,3538006,250,7.42
2020,GO,5208707,250,7.42
2020,CE,2304202,252,7.41
2020,RJ,3304524,253,7.4
2020,PR,4118501,253,7.4
2020,MA,2112803,255,7.39
2020,PE,2615300,256,7.38
2020,MG,3139409,257,7.37
2020,MG,3154606,258,7.35
2020,AM,1302900,258,7.35
2020,SC,4202305,260,7.34
2020,PE,2609600,260,7.34
2020,SP,3537800,260,7.34
2020,PR,4127700,260,7.34
2020,PE,2601102,264,7.33
2020,MA,2112506,265,7.32
2020,SC,4203006,265,7.32
2020,SP,3530607,267,7.3
2020,SP,3525300,268,7.29
2020,MG,3157807,269,7.23
2020,CE,2307304,270,7.22
2020,CE,2302800,271,7.21
2020,PA,1506187,272,7.2
2020,CE,2313401,272,7.2
2020,RS,4307906,272,7.2
2020,RS,4309308,275,7.19
2020,SP,3548906,276,7.18
2020,PE,2611101,276,7.18
2020,RS,4309209,278,7.17
2020,SP,3516200,279,7.16
2020,SC,4202909,280,7.15
2020,PR,4104204,281,7.14
2020,ES,3204906,282,7.12
2020,SE,2804805,282,7.12
2020,SP,3554003,282,7.12
2020,MG,3131307,285,7.11
2020,RS,4316808,286,7.05
2020,RS,4322608,286,7.05
2020,AL,2708600,288,7.04
2020,MG,3151800,288,7.04
2020,RR,1400100,290,7.03
2020,CE,2303501,291,7
2020,PA,1502400,291,7
2020,PB,2515302,293,6.99
2020,SP,3548708,294,6.98
2020,PE,2602902,295,6.97
2020,TO,1721000,295,6.97
2020,MG,3149309,297,6.95
2020,PR,4114609,297,6.95
2020,CE,2304707,299,6.94
2020,PR,4128203,299,6.94
2020,PR,4119152,301,6.92
2020,SP,3555406,302,6.89
2020,SC,4204301,303,6.87
2020,SC,4205407,303,6.87
2020,MG,3170404,305,6.82
2020,AP,1600303,305,6.82
2020,SP,3503901,307,6.8
2020,CE,2302404,307,6.8
2020,SP,3522406,309,6.79
2020,PR,4118402,309,6.79
2020,RJ,3304557,311,6.77
2020,RJ,3301702,311,6.77
2020,SP,3553708,311,6.77
2020,PA,1502103,314,6.75
2020,MT,5107040,315,6.74
2020,RS,4313409,315,6.74
2020,PB,2504009,317,6.7
2020,PA,1501501,317,6.7
2020,RJ,3300407,319,6.66
2020,MT,5100250,320,6.63
2020,PA,1502202,321,6.62
2020,PA,1508001,321,6.62
2020,BA,2919553,323,6.59
2020,SP,3531100,323,6.59
2020,PR,4103701,323,6.59
2020,MG,3170206,323,6.59
2020,AL,2700300,327,6.54
2020,PR,4109401,327,6.54
2020,MG,3161106,329,6.52
2020,MA,2101400,329,6.52
2020,SP,3518404,329,6.52
2020,RS,4304705,332,6.51
2020,PA,1502939,333,6.48
2020,ES,3203205,334,6.47
2020,RS,4317202,334,6.47
2020,RJ,3303401,336,6.46
2020,SP,3515509,336,6.46
2020,SC,4201406,336,6.46
2020,PA,1502301,339,6.42
2020,SP,3556453,340,6.41
2020,PA,1504802,341,6.4
2020,PR,4104808,342,6.39
2020,RS,4314100,342,6.39
2020,PB,2510808,344,6.38
2020,SP,3503208,345,6.37
2020,PA,1505536,345,6.37
2020,PA,1506708,345,6.37
2020,RN,2400208,348,6.36
2020,RJ,3300308,348,6.36
2020,RS,4314050,350,6.34
2020,SP,3555000,351,6.33
2020,PA,1500206,352,6.32
2020,MS,5008305,353,6.29
2020,PA,1507607,354,6.27
2020,CE,2306306,354,6.27
2020,BA,2908408,354,6.27
2020,GO,5211909,357,6.25
2020,GO,5210000,358,6.24
2020,PA,1505809,359,6.23
2020,PE,2606408,359,6.23
2020,SP,3556206,359,6.23
2020,PA,1508209,362,6.22
2020,RO,1100023,362,6.22
2020,PA,1506807,364,6.21
2020,RN,2408102,365,6.2
2020,RO,1100304,366,6.19
2020,PE,2603454,367,6.17
2020,PR,4120606,367,6.17
2020,SP,3507506,367,6.17
2020,GO,5220454,370,6.16
2020,SP,3508504,371,6.15
2020,RS,4323002,372,6.14
2020,GO,5215231,372,6.14
2020,GO,5217609,372,6.14
2020,GO,5218805,372,6.14
2020,GO,5221858,372,6.14
2020,SP,3506102,377,6.13
2020,RS,4307708,377,6.13
2020,GO,5200258,379,6.12
2020,RS,4322400,380,6.09
2020,SP,3515103,381,6.08
2020,PI,2203909,381,6.08
2020,SP,3550605,383,6.06
2020,PE,2604007,383,6.06
2020,MG,3129806,383,6.06
2020,BA,2915601,386,6.04
2020,RJ,3302007,386,6.04
2020,GO,5213103,386,6.04
2020,SP,3552809,389,6.03
2020,PA,1500107,390,6.02
2020,CE,2307601,391,6
2020,PB,2503704,391,6
2020,BA,2910800,391,6
2020,SE,2800308,394,5.99
2020,SP,3524709,395,5.98
2020,SP,3523107,396,5.97
2020,AM,1304203,396,5.97
2020,CE,2302602,396,5.97
2020,PA,1503457,396,5.97
2020,RS,4310207,400,5.96
2020,MG,3126109,401,5.94
2020,MG,3169307,401,5.94
2020,PE,2607208,401,5.94
2020,RJ,3306008,404,5.91
2020,MT,5107602,404,5.91
2020,PA,1504208,406,5.89
2020,MT,5107925,406,5.89
2020,GO,5206206,408,5.88
2020,SP,3520509,409,5.87
2020,RJ,3304904,410,5.86
2020,PE,2601201,410,5.86
2020,SE,2806701,410,5.86
2020,RS,4301602,410,5.86
2020,AM,1302702,414,5.85
2020,BA,2930709,415,5.82
2020,RJ,3300803,416,5.81
2020,SC,4204608,416,5.81
2020,AL,2701407,416,5.81
2020,RS,4317400,416,5.81
2020,CE,2305233,420,5.8
2020,MG,3113404,421,5.79
2020,GO,5208004,422,5.78
2020,MG,3162500,423,5.77
2020,SP,3542602,423,5.77
2020,SC,4203204,425,5.76
2020,PB,2501807,425,5.76
2020,MG,3131901,427,5.74
2020,MS,5005707,428,5.73
2020,RS,4322509,429,5.71
2020,SC,4216602,430,5.7
2020,PE,2612505,430,5.7
2020,SP,3556503,432,5.69
2020,BA,2921500,432,5.69
2020,PE,2610905,434,5.68
2020,MA,2102325,435,5.66
2020,BA,2919801,435,5.66
2020,SP,3523909,437,5.65
2020,PE,2613701,437,5.65
2020,SP,3551702,439,5.64
2020,SP,3543907,440,5.63
2020,TO,1718204,441,5.61
2020,RS,4318002,441,5.61
2020,PE,2613008,441,5.61
2020,CE,2309706,444,5.6
2020,PA,1504703,445,5.59
2020,SP,3534708,445,5.59
2020,MA,2101707,447,5.58
2020,PR,4127106,448,5.57
2020,CE,2313500,448,5.57
2020,MT,5107958,448,5.57
2020,RS,4318309,451,5.56
2020,BA,2902104,451,5.56
2020,SC,4216206,451,5.56
2020,CE,2304285,454,5.55
2020,AM,1301704,455,5.54
2020,MA,2100055,455,5.54
2020,GO,5219753,455,5.54
2020,BA,2903904,455,5.54
2020,BA,2917508,459,5.53
2020,RJ,3302700,459,5.53
2020,SC,4208906,461,5.51
2020,PR,4118204,462,5.5
2020,MG,3152105,462,5.5
2020,PR,4109807,464,5.49
2020,BA,2917607,464,5.49
2020,GO,5201108,466,5.48
2020,MG,3120904,467,5.46
2020,SP,3549904,468,5.45
2020,PE,2616407,469,5.44
2020,SC,4208302,469,5.44
2020,GO,5205109,469,5.44
2020,MG,3138401,469,5.44
2020,MA,2103307,473,5.43
2020,CE,2300309,473,5.43
2020,SP,3533908,475,5.42
2020,PR,4105805,476,5.4
2020,MG,3171204,476,5.4
2020,PE,2601706,478,5.39
2020,RJ,3302502,478,5.39
2020,PB,2513703,478,5.39
2020,BA,2906006,481,5.37
2020,PR,4105508,481,5.37
2020,MG,3127107,483,5.36
2020,RS,4321204,483,5.36
2020,MA,2111201,483,5.36
2020,CE,2307700,483,5.36
2020,SP,3512803,487,5.35
2020,PR,4100400,488,5.34
2020,MG,3104007,488,5.34
2020,MG,3168705,488,5.34
2020,RS,4320008,488,5.34
2020,RS,4300604,488,5.34
2020,RN,2408003,493,5.32
2020,SP,3549409,493,5.32
2020,BA,2932903,495,5.29
2020,RS,4300406,496,5.28
2020,SP,3503802,497,5.26
2020,PE,2602605,498,5.25
2020,AL,2707701,498,5.25
2020,MG,3140001,500,5.24
2020,RN,2402006,500,5.24
2020,PI,2208007,502,5.23
2020,RS,4303103,503,5.22
2020,MA,2103604,504,5.21
2020,MG,3147006,504,5.21
2020,SP,3516309,506,5.17
2020,SP,3519709,506,5.17
2020,MA,2112704,508,5.16
2020,RJ,3305554,508,5.16
2020,MG,3156700,508,5.16
2020,CE,2302206,511,5.15
2020,GO,5221403,512,5.14
2020,SP,3537602,513,5.12
2020,PE,2606804,513,5.12
2020,RJ,3302205,515,5.1
2020,SP,3522307,516,5.06
2020,PA,1506138,517,5.05
2020,RJ,3305109,518,5.04
2020,BA,2928703,519,5.02
2020,BA,2926608,520,5.01
2020,PE,2613909,520,5.01
2020,RN,2403251,520,5.01
2020,ES,3202405,523,4.97
2020,MG,3168606,524,4.96
2020,ES,3203908,525,4.95
2020,AL,2709301,526,4.94
2020,SP,3530300,527,4.93
2020,PA,1505502,528,4.92
2020,AM,1303403,528,4.92
2020,MG,3148004,530,4.91
2020,SP,3551009,530,4.91
2020,PR,4128104,532,4.9
2020,MT,5102504,533,4.89
2020,MA,2101202,534,4.87
2020,AM,1304062,535,4.85
2020,RS,4314407,536,4.84
2020,PR,4101507,537,4.83
2020,PE,2612208,538,4.82
2020,AL,2706307,539,4.8
2020,CE,2305506,540,4.79
2020,PR,4108304,540,4.79
2020,MG,3147105,540,4.79
2020,PI,2208403,543,4.78
2020,RJ,3305208,544,4.77
2020,RS,4304606,544,4.77
2020,PI,2207702,546,4.75
2020,CE,2301000,546,4.75
2020,BA,2914703,546,4.75
2020,RJ,3300209,549,4.74
2020,PE,2614501,549,4.74
2020,MS,5007901,549,4.74
2020,RS,4315602,552,4.73
2020,SP,3504107,553,4.69
2020,SP,3509601,553,4.69
2020,PA,1504422,555,4.67
2020,PR,4119509,556,4.63
2020,MA,2101608,557,4.62
2020,SP,3533403,558,4.6
2020,SP,3523206,559,4.57
2020,MG,3136207,560,4.54
2020,BA,2916401,561,4.51
2020,PR,4101408,561,4.51
2020,PR,4110706,563,4.49
2020,RJ,3305802,564,4.47
2020,RS,4317103,565,4.45
2020,RN,2407104,566,4.44
2020,CE,2305407,567,4.42
2020,SP,3526704,567,4.42
2020,BA,2902708,567,4.42
2020,PE,2602803,570,4.41
2020,MA,2105302,571,4.37
2020,CE,2307650,571,4.37
2020,PE,2605202,573,4.36
2020,PE,2610608,573,4.36
2020,PE,2600054,575,4.34
2020,MT,5101803,576,4.32
2020,GO,5204508,576,4.32
2020,CE,2304103,578,4.3
2020,SP,3513801,579,4.28
2020,RN,2412005,580,4.27
2020,SP,3552502,581,4.26
2020,GO,5211503,581,4.26
2020,BA,2905701,581,4.26
2020,MG,3133808,584,4.24
2020,PA,1505106,584,4.24
2020,BA,2909802,586,4.21
2020,BA,2907509,587,4.19
2020,MG,3134202,587,4.19
2020,RJ,3304300,589,4.16
2020,RJ,3300704,590,4.12
2020,MG,3135100,591,4.07
2020,RJ,3301850,592,4.06
2020,SP,3516408,593,4.02
2020,MA,2109908,594,4.01
2020,MG,3103504,595,3.99
2020,PA,1508100,596,3.98
2020,MA,2108603,597,3.95
2020,MA,2103208,598,3.93
2020,MG,3128709,599,3.91
2020,PB,2516201,600,3.9
2020,PE,2609402,601,3.88
2020,CE,2306405,601,3.88
2020,AC,1200203,603,3.86
2020,PA,1505064,603,3.86
2020,RN,2402600,603,3.86
2020,SP,3509700,606,3.84
2020,GO,5212501,606,3.84
2020,SP,3507605,606,3.84
2020,SP,3540606,609,3.82
2020,SP,3536505,610,3.79
2020,MG,3144805,611,3.78
2020,GO,5208608,612,3.76
2020,BA,2928604,613,3.75
2020,BA,2903201,613,3.75
2020,BA,2906501,615,3.72
2020,RJ,3303203,616,3.71
2020,SE,2802908,617,3.69
2020,PA,1507953,618,3.64
2020,SP,3513405,618,3.64
2020,BA,2910057,620,3.62
2020,SP,3505708,620,3.62
2020,BA,2930105,620,3.62
2020,CE,2301901,623,3.6
2020,MG,3135209,623,3.6
2020,PA,1500800,625,3.59
2020,CE,2311306,626,3.53
2020,RJ,3302270,627,3.52
2020,MS,5006606,628,3.46
2020,BA,2931905,629,3.45
2020,AM,1301902,630,3.35
2020,RJ,3304144,631,3.32
2020,MG,3152501,632,3.3
2020,MA,2105401,632,3.3
2020,PE,2608909,634,3.29
2020,SP,3539301,635,3.27
2020,MG,3151206,636,3.25
2020,BA,2910727,637,3.24
2020,MA,2103000,638,3.23
2020,MA,2107506,639,3.19
2020,SP,3501905,639,3.19
2020,BA,2907202,641,3.12
2020,SP,3531803,642,3.09
2020,SP,3552403,643,3
2020,RJ,3301900,644,2.9
2020,PE,2606200,645,2.89
2020,SP,3510609,645,2.89
2020,MG,3148103,647,2.85
2020,MA,2104800,648,2.82
2020,BA,2930501,649,2.74
2020,PA,1508308,650,2.69
2020,PE,2610004,651,2.63
2020,BA,2914604,652,2.57
2020,MA,2110005,653,2.53
2020,SP,3515004,654,2.44
2020,SP,3510401,655,2.36
2020,SP,3519071,656,1.9
2020,SP,3547304,657,1.77
2020,PE,2609907,658,1.45
2020,AM,1301209,659,1.4
2020,BA,2910701,659,1.4
2020,AL,2706703,661,1.2
2020,BA,2928802,662,1.08
2020,RJ,3300456,663,1.06
