ano,sigla_uf,id_municipio,ranking,nota
2020,AP,1600600,664,0.97
2020,AM,1302504,665,0.59
2021,RO,1100023,395,6.05
2021,RO,1100049,58,9.47
2021,RO,1100114,117,9
2021,RO,1100122,64,9.41
2021,RO,1100205,30,9.7
2021,RO,1100288,367,6.27
2021,RO,1100304,341,6.53
2021,AC,1200203,439,5.85
2021,AC,1200401,30,9.7
2021,AM,1301209,447,5.81
2021,AM,1301704,125,8.95
2021,AM,1301902,444,5.82
2021,AM,1302504,311,6.8
2021,AM,1302603,246,7.64
2021,AM,1302702,444,5.82
2021,AM,1302900,579,4.7
2021,AM,1303403,281,7.16
2021,AM,1304062,622,4.1
2021,AM,1304203,155,8.67
2021,RR,1400100,345,6.49
2021,PA,1500107,228,7.84
2021,PA,1500206,352,6.42
2021,PA,1500404,182,8.47
2021,PA,1500602,522,5.4
2021,PA,1500800,656,3.19
2021,PA,1501303,80,9.33
2021,PA,1501402,256,7.52
2021,PA,1501501,488,5.62
2021,PA,1501709,327,6.62
2021,PA,1501782,35,9.68
2021,PA,1501808,536,5.27
2021,PA,1502103,424,5.92
2021,PA,1502202,258,7.5
2021,PA,1502301,348,6.45
2021,PA,1502400,395,6.05
2021,PA,1502939,47,9.56
2021,PA,1503309,412,5.97
2021,PA,1503457,403,6.02
2021,PA,1503606,61,9.44
2021,PA,1503705,474,5.71
2021,PA,1503804,19,9.83
2021,PA,1503903,327,6.62
2021,PA,1504208,279,7.17
2021,PA,1504422,491,5.6
2021,PA,1504703,362,6.3
2021,PA,1504802,415,5.95
2021,PA,1505064,379,6.17
2021,PA,1505106,441,5.83
2021,PA,1505304,10,9.95
2021,PA,1505502,360,6.32
2021,PA,1505536,357,6.37
2021,PA,1505809,434,5.88
2021,PA,1506138,354,6.4
2021,PA,1506187,272,7.24
2021,PA,1506500,403,6.02
2021,PA,1506708,412,5.97
2021,PA,1506807,208,8.07
2021,PA,1507300,453,5.77
2021,PA,1507607,378,6.19
2021,PA,1507953,641,3.73
2021,PA,1508001,269,7.27
2021,PA,1508100,301,6.95
2021,PA,1508126,136,8.86
2021,PA,1508209,424,5.92
2021,PA,1508308,598,4.42
2021,AP,1600303,232,7.82
2021,AP,1600600,407,6
2021,TO,1702109,437,5.86
2021,TO,1709500,320,6.7
2021,TO,1716109,591,4.51
2021,TO,1718204,429,5.9
2021,TO,1721000,167,8.6
2021,MA,2100055,121,8.98
2021,MA,2101202,327,6.62
2021,MA,2101400,300,6.97
2021,MA,2101608,484,5.65
2021,MA,2101707,519,5.42
2021,MA,2102325,149,8.74
2021,MA,2103000,661,2.96
2021,MA,2103208,559,5
2021,MA,2103307,643,3.68
2021,MA,2103604,505,5.51
2021,MA,2104800,494,5.59
2021,MA,2105302,103,9.1
2021,MA,2105401,237,7.76
2021,MA,2107506,307,6.91
2021,MA,2108603,623,4.07
2021,MA,2109908,648,3.45
2021,MA,2110005,633,3.86
2021,MA,2111201,554,5.08
2021,MA,2111300,36,9.65
2021,MA,2112209,272,7.24
2021,MA,2112506,339,6.57
2021,MA,2112704,556,5.07
2021,MA,2112803,484,5.65
2021,MA,2114007,305,6.92
2021,PI,2203909,415,5.95
2021,PI,2207702,590,4.55
2021,PI,2208007,514,5.45
2021,PI,2208403,497,5.57
2021,PI,2211001,85,9.25
2021,CE,2300200,375,6.23
2021,CE,2300309,415,5.95
2021,CE,2301000,604,4.33
2021,CE,2301109,346,6.48
2021,CE,2301901,638,3.81
2021,CE,2302206,380,6.15
2021,CE,2302404,131,8.91
2021,CE,2302602,536,5.27
2021,CE,2302800,611,4.25
2021,CE,2303501,369,6.26
2021,CE,2303709,385,6.11
2021,CE,2304103,391,6.08
2021,CE,2304202,121,8.98
2021,CE,2304285,630,3.9
2021,CE,2304400,16,9.9
2021,CE,2304707,46,9.57
2021,CE,2305233,434,5.88
2021,CE,2305407,576,4.75
2021,CE,2305506,642,3.72
2021,CE,2306306,458,5.75
2021,CE,2306405,644,3.65
2021,CE,2307304,348,6.45
2021,CE,2307601,270,7.26
2021,CE,2307650,650,3.4
2021,CE,2307700,581,4.67
2021,CE,2308708,258,7.5
2021,CE,2309607,174,8.57
2021,CE,2309706,563,4.95
2021,CE,2311306,512,5.47
2021,CE,2311405,330,6.61
2021,CE,2311801,186,8.39
2021,CE,2312908,1,10
2021,CE,2313302,185,8.43
2021,CE,2313401,116,9.02
2021,CE,2313500,283,7.13
2021,CE,2314102,244,7.65
2021,RN,2400208,159,8.64
2021,RN,2402006,287,7.11
2021,RN,2402600,645,3.61
2021,RN,2403251,475,5.7
2021,RN,2407104,600,4.41
2021,RN,2408003,369,6.26
2021,RN,2408102,334,6.59
2021,RN,2412005,651,3.36
2021,PB,2501807,619,4.13
2021,PB,2503209,107,9.07
2021,PB,2503704,125,8.95
2021,PB,2504009,499,5.56
2021,PB,2506301,271,7.25
2021,PB,2507507,1,10
2021,PB,2510808,321,6.65
2021,PB,2513703,421,5.93
2021,PB,2515302,212,8.04
2021,PB,2516201,551,5.15
2021,PE,2600054,88,9.23
2021,PE,2601102,159,8.64
2021,PE,2601201,321,6.65
2021,PE,2601706,499,5.56
2021,PE,2601904,36,9.65
2021,PE,2602605,86,9.24
2021,PE,2602803,533,5.29
2021,PE,2602902,309,6.83
2021,PE,2603454,388,6.1
2021,PE,2604007,380,6.15
2021,PE,2604106,99,9.14
2021,PE,2605202,637,3.82
2021,PE,2606002,98,9.15
2021,PE,2606200,491,5.6
2021,PE,2606408,78,9.34
2021,PE,2606804,145,8.8
2021,PE,2607208,439,5.85
2021,PE,2607901,67,9.39
2021,PE,2608909,564,4.94
2021,PE,2609402,175,8.56
2021,PE,2609600,110,9.05
2021,PE,2609907,604,4.33
2021,PE,2610004,657,3.17
2021,PE,2610608,224,7.9
2021,PE,2610707,155,8.67
2021,PE,2610905,475,5.7
2021,PE,2611101,318,6.71
2021,PE,2611606,1,10
2021,PE,2612208,395,6.05
2021,PE,2612505,458,5.75
2021,PE,2613008,321,6.65
2021,PE,2613701,332,6.6
2021,PE,2613909,73,9.36
2021,PE,2614501,62,9.43
2021,PE,2615300,354,6.4
2021,PE,2616407,611,4.25
2021,AL,2700300,257,7.51
2021,AL,2701407,10,9.95
2021,AL,2702306,364,6.29
2021,AL,2702405,58,9.47
2021,AL,2704302,20,9.8
2021,AL,2704708,519,5.42
2021,AL,2706307,508,5.49
2021,AL,2706703,603,4.35
2021,AL,2707701,527,5.35
2021,AL,2708600,458,5.75
2021,AL,2709301,503,5.53
2021,SE,2800308,266,7.35
2021,SE,2802106,559,5
2021,SE,2802908,582,4.66
2021,SE,2803500,254,7.54
2021,SE,2804805,139,8.85
2021,SE,2806701,514,5.45
2021,SE,2807402,518,5.43
2021,BA,2900702,131,8.91
2021,BA,2902104,148,8.75
2021,BA,2902708,424,5.92
2021,BA,2903201,575,4.79
2021,BA,2903904,391,6.08
2021,BA,2904605,295,7.03
2021,BA,2905206,490,5.61
2021,BA,2905701,449,5.78
2021,BA,2906006,524,5.39
2021,BA,2906501,609,4.3
2021,BA,2907202,571,4.85
2021,BA,2907509,234,7.8
2021,BA,2908408,288,7.09
2021,BA,2909802,588,4.57
2021,BA,2910057,395,6.05
2021,BA,2910701,371,6.25
2021,BA,2910727,227,7.85
2021,BA,2910800,377,6.2
2021,BA,2911709,23,9.75
2021,BA,2913606,158,8.66
2021,BA,2914000,166,8.61
2021,BA,2914604,240,7.69
2021,BA,2914703,625,4.02
2021,BA,2914802,103,9.1
2021,BA,2915601,244,7.65
2021,BA,2916401,522,5.4
2021,BA,2917508,614,4.22
2021,BA,2917607,542,5.24
2021,BA,2918001,193,8.32
2021,BA,2918407,192,8.33
2021,BA,2919207,151,8.73
2021,BA,2919553,629,3.92
2021,BA,2919801,635,3.84
2021,BA,2921500,529,5.33
2021,BA,2924009,316,6.78
2021,BA,2925303,262,7.47
2021,BA,2926608,526,5.38
2021,BA,2927408,91,9.2
2021,BA,2928604,665,2.1
2021,BA,2928703,547,5.18
2021,BA,2928802,627,3.96
2021,BA,2930105,632,3.87
2021,BA,2930501,586,4.6
2021,BA,2930709,205,8.09
2021,BA,2931350,543,5.22
2021,BA,2931905,602,4.4
2021,BA,2932903,660,3.05
2021,BA,2933307,18,9.87
2021,MG,3101607,388,6.1
2021,MG,3103504,628,3.95
2021,MG,3104007,634,3.85
2021,MG,3105608,142,8.84
2021,MG,3106200,343,6.5
2021,MG,3106705,243,7.66
2021,MG,3107307,444,5.82
2021,MG,3107406,551,5.15
2021,MG,3111200,566,4.9
2021,MG,3113404,388,6.1
2021,MG,3115300,334,6.59
2021,MG,3118007,75,9.35
2021,MG,3118304,314,6.79
2021,MG,3118601,159,8.64
2021,MG,3119401,519,5.42
2021,MG,3120904,155,8.67
2021,MG,3122306,281,7.16
2021,MG,3124104,135,8.88
2021,MG,3126109,594,4.45
2021,MG,3127107,539,5.25
2021,MG,3127701,246,7.64
2021,MG,3128709,429,5.9
2021,MG,3129806,334,6.59
2021,MG,3131307,252,7.58
2021,MG,3131703,210,8.05
2021,MG,3131901,198,8.25
2021,MG,3132404,592,4.5
2021,MG,3133808,10,9.95
2021,MG,3134202,294,7.06
2021,MG,3135100,611,4.25
2021,MG,3135209,604,4.33
2021,MG,3136207,384,6.12
2021,MG,3136702,10,9.95
2021,MG,3137205,67,9.39
2021,MG,3137601,124,8.96
2021,MG,3138203,86,9.24
2021,MG,3138401,546,5.19
2021,MG,3139409,212,8.04
2021,MG,3140001,577,4.74
2021,MG,3143302,457,5.76
2021,MG,3143906,458,5.75
2021,MG,3144805,308,6.89
2021,MG,3145208,484,5.65
2021,MG,3146107,507,5.5
2021,MG,3147006,619,4.13
2021,MG,3147105,562,4.96
2021,MG,3147907,41,9.6
2021,MG,3148004,391,6.08
2021,MG,3148103,179,8.53
2021,MG,3149309,421,5.93
2021,MG,3151206,646,3.55
2021,MG,3151800,407,6
2021,MG,3152105,505,5.51
2021,MG,3152501,115,9.03
2021,MG,3154606,586,4.6
2021,MG,3156700,655,3.26
2021,MG,3157807,639,3.77
2021,MG,3161106,449,5.78
2021,MG,3162500,434,5.88
2021,MG,3164704,471,5.73
2021,MG,3167202,205,8.09
2021,MG,3168606,630,3.9
2021,MG,3168705,279,7.17
2021,MG,3169307,371,6.25
2021,MG,3169406,217,8.02
2021,MG,3169901,105,9.08
2021,MG,3170107,250,7.59
2021,MG,3170206,358,6.36
2021,MG,3170404,304,6.93
2021,MG,3170701,38,9.64
2021,MG,3171204,487,5.63
2021,MG,3171303,180,8.49
2021,ES,3200607,441,5.83
2021,ES,3201209,30,9.7
2021,ES,3201308,67,9.39
2021,ES,3201506,118,8.99
2021,ES,3202405,262,7.47
2021,ES,3203205,1,10
2021,ES,3203908,299,6.99
2021,ES,3204906,84,9.28
2021,ES,3205002,41,9.6
2021,ES,3205101,347,6.47
2021,ES,3205200,52,9.52
2021,ES,3205309,82,9.31
2021,RJ,3300100,529,5.33
2021,RJ,3300209,415,5.95
2021,RJ,3300308,285,7.12
2021,RJ,3300407,285,7.12
2021,RJ,3300456,648,3.45
2021,RJ,3300704,212,8.04
2021,RJ,3300803,544,5.2
2021,RJ,3301009,224,7.9
2021,RJ,3301702,89,9.21
2021,RJ,3301850,565,4.93
2021,RJ,3301900,659,3.08
2021,RJ,3302007,468,5.74
2021,RJ,3302205,571,4.85
2021,RJ,3302270,89,9.21
2021,RJ,3302403,332,6.6
2021,RJ,3302502,441,5.83
2021,RJ,3302700,278,7.18
2021,RJ,3302858,1,10
2021,RJ,3303203,415,5.95
2021,RJ,3303302,1,10
2021,RJ,3303401,610,4.28
2021,RJ,3303500,183,8.46
2021,RJ,3303609,385,6.11
2021,RJ,3303906,261,7.48
2021,RJ,3304144,209,8.06
2021,RJ,3304201,142,8.84
2021,RJ,3304300,600,4.41
2021,RJ,3304524,596,4.44
2021,RJ,3304557,164,8.63
2021,RJ,3304904,646,3.55
2021,RJ,3305109,479,5.68
2021,RJ,3305208,1,10
2021,RJ,3305505,175,8.56
2021,RJ,3305554,579,4.7
2021,RJ,3305802,326,6.63
2021,RJ,3306008,513,5.46
2021,RJ,3306107,95,9.16
2021,RJ,3306305,195,8.3
2021,SP,3501608,190,8.34
2021,SP,3501905,453,5.77
2021,SP,3502101,201,8.18
2021,SP,3502804,296,7.01
2021,SP,3503208,534,5.28
2021,SP,3503307,136,8.86
2021,SP,3503802,254,7.54
2021,SP,3503901,362,6.3
2021,SP,3504008,341,6.53
2021,SP,3504107,557,5.05
2021,SP,3504503,598,4.42
2021,SP,3505500,314,6.79
2021,SP,3505708,361,6.31
2021,SP,3505906,200,8.21
2021,SP,3506003,210,8.05
2021,SP,3506102,424,5.92
2021,SP,3506359,501,5.55
2021,SP,3506508,497,5.57
2021,SP,3507001,228,7.84
2021,SP,3507506,458,5.75
2021,SP,3507605,453,5.77
2021,SP,3508504,351,6.43
2021,SP,3509007,129,8.93
2021,SP,3509205,274,7.2
2021,SP,3509502,75,9.35
2021,SP,3509601,585,4.63
2021,SP,3509700,218,8.01
2021,SP,3510401,662,2.95
2021,SP,3510500,199,8.22
2021,SP,3510609,653,3.33
2021,SP,3511102,616,4.18
2021,SP,3512803,567,4.89
2021,SP,3513009,589,4.56
2021,SP,3513405,527,5.35
2021,SP,3513504,220,7.96
2021,SP,3513801,626,3.99
2021,SP,3515004,664,2.64
2021,SP,3515103,539,5.25
2021,SP,3515509,340,6.55
2021,SP,3515707,41,9.6
2021,SP,3516200,239,7.73
2021,SP,3516309,401,6.03
2021,SP,3516408,652,3.35
2021,SP,3518404,318,6.71
2021,SP,3518701,196,8.29
2021,SP,3518800,183,8.46
2021,SP,3519071,663,2.82
2021,SP,3519600,475,5.7
2021,SP,3519709,616,4.18
2021,SP,3520509,407,6
2021,SP,3522109,99,9.14
2021,SP,3522208,276,7.19
2021,SP,3522307,385,6.11
2021,SP,3522406,449,5.78
2021,SP,3522505,147,8.79
2021,SP,3522604,149,8.74
2021,SP,3523107,514,5.45
2021,SP,3523206,573,4.83
2021,SP,3523404,93,9.18
2021,SP,3523909,495,5.58
2021,SP,3524006,222,7.95
2021,SP,3524303,242,7.67
2021,SP,3524402,121,8.98
2021,SP,3524709,471,5.73
2021,SP,3525003,159,8.64
2021,SP,3525300,547,5.18
2021,SP,3525904,102,9.12
2021,SP,3526704,159,8.64
2021,SP,3526803,253,7.57
2021,SP,3526902,27,9.73
2021,SP,3527108,139,8.85
2021,SP,3527207,175,8.56
2021,SP,3528502,67,9.39
2021,SP,3529005,190,8.34
2021,SP,3529302,268,7.28
2021,SP,3529401,291,7.08
2021,SP,3530300,495,5.58
2021,SP,3530508,354,6.4
2021,SP,3530607,584,4.65
2021,SP,3530706,30,9.7
2021,SP,3530805,189,8.37
2021,SP,3531100,621,4.12
2021,SP,3531803,654,3.28
2021,SP,3533403,29,9.71
2021,SP,3533908,91,9.2
2021,SP,3534401,264,7.43
2021,SP,3534708,592,4.5
2021,SP,3536505,624,4.05
2021,SP,3537305,194,8.31
2021,SP,3537602,473,5.72
2021,SP,3537800,359,6.33
2021,SP,3538006,204,8.13
2021,SP,3538709,81,9.32
2021,SP,3539301,267,7.29
2021,SP,3539806,78,9.34
2021,SP,3540606,173,8.58
2021,SP,3540705,640,3.75
2021,SP,3541000,107,9.07
2021,SP,3541406,178,8.54
2021,SP,3542602,288,7.09
2021,SP,3543303,218,8.01
2021,SP,3543402,73,9.36
2021,SP,3543907,482,5.67
2021,SP,3545209,568,4.88
2021,SP,3545803,235,7.78
2021,SP,3546801,399,6.04
2021,SP,3547304,40,9.61
2021,SP,3547809,164,8.63
2021,SP,3548500,170,8.59
2021,SP,3548708,144,8.81
2021,SP,3548807,324,6.64
2021,SP,3548906,283,7.13
2021,SP,3549102,569,4.87
2021,SP,3549409,296,7.01
2021,SP,3549706,514,5.45
2021,SP,3549805,110,9.05
2021,SP,3549904,458,5.75
2021,SP,3550308,240,7.69
2021,SP,3550605,250,7.59
2021,SP,3550704,64,9.41
2021,SP,3551009,607,4.32
2021,SP,3551702,66,9.4
2021,SP,3552205,20,9.8
2021,SP,3552403,233,7.81
2021,SP,3552502,597,4.43
2021,SP,3552809,458,5.75
2021,SP,3553708,561,4.98
2021,SP,3554003,553,5.09
2021,SP,3554102,95,9.16
2021,SP,3555000,421,5.93
2021,SP,3555406,608,4.31
2021,SP,3556206,524,5.39
2021,SP,3556453,205,8.09
2021,SP,3556503,539,5.25
2021,SP,3556701,615,4.21
2021,SP,3557006,152,8.72
2021,SP,3557105,57,9.48
2021,PR,4100400,508,5.49
2021,PR,4101408,479,5.68
2021,PR,4101507,503,5.53
2021,PR,4101804,188,8.38
2021,PR,4103701,202,8.17
2021,PR,4104204,167,8.6
2021,PR,4104303,237,7.76
2021,PR,4104808,448,5.8
2021,PR,4104907,228,7.84
2021,PR,4105508,223,7.91
2021,PR,4105805,582,4.66
2021,PR,4106902,41,9.6
2021,PR,4107652,180,8.49
2021,PR,4108304,491,5.6
2021,PR,4108403,67,9.39
2021,PR,4109401,367,6.27
2021,PR,4109807,554,5.08
2021,PR,4110706,420,5.94
2021,PR,4113700,1,10
2021,PR,4114609,220,7.96
2021,PR,4115200,17,9.88
2021,PR,4118204,511,5.48
2021,PR,4118402,310,6.81
2021,PR,4118501,594,4.45
2021,PR,4119152,407,6
2021,PR,4119509,22,9.79
2021,PR,4119905,316,6.78
2021,PR,4120606,153,8.71
2021,PR,4122404,49,9.54
2021,PR,4125506,118,8.99
2021,PR,4126256,330,6.61
2021,PR,4127106,453,5.77
2021,PR,4127700,324,6.64
2021,PR,4128104,167,8.6
2021,PR,4128203,449,5.78
2021,SC,4201406,401,6.03
2021,SC,4202008,23,9.75
2021,SC,4202305,118,8.99
2021,SC,4202404,49,9.54
2021,SC,4202909,348,6.45
2021,SC,4203006,212,8.04
2021,SC,4203204,110,9.05
2021,SC,4203808,52,9.52
2021,SC,4204202,58,9.47
2021,SC,4204301,226,7.86
2021,SC,4204608,10,9.95
2021,SC,4205407,125,8.95
2021,SC,4205902,15,9.91
2021,SC,4207007,139,8.85
2021,SC,4207502,67,9.39
2021,SC,4208203,288,7.09
2021,SC,4208302,365,6.28
2021,SC,4208906,246,7.64
2021,SC,4209102,203,8.15
2021,SC,4209300,186,8.39
2021,SC,4210100,47,9.56
2021,SC,4211306,45,9.59
2021,SC,4211900,197,8.28
2021,SC,4214805,228,7.84
2021,SC,4215802,136,8.86
2021,SC,4216206,334,6.59
2021,SC,4216602,265,7.42
2021,SC,4218707,212,8.04
2021,SC,4219309,83,9.29
2021,RS,4300406,343,6.5
2021,RS,4300604,429,5.9
2021,RS,4301602,293,7.07
2021,RS,4302105,405,6.01
2021,RS,4303004,276,7.19
2021,RS,4303103,483,5.66
2021,RS,4303509,56,9.49
2021,RS,4303905,437,5.86
2021,RS,4304507,544,5.2
2021,RS,4304606,298,7
2021,RS,4304705,75,9.35
2021,RS,4305108,105,9.08
2021,RS,4306106,475,5.7
2021,RS,4307005,529,5.33
2021,RS,4307708,574,4.81
2021,RS,4307906,38,9.64
2021,RS,4309209,405,6.01
2021,RS,4309308,311,6.8
2021,RS,4310207,170,8.59
2021,RS,4311403,301,6.95
2021,RS,4312401,95,9.16
2021,RS,4313409,301,6.95
2021,RS,4314050,414,5.96
2021,RS,4314100,429,5.9
2021,RS,4314407,154,8.68
2021,RS,4314902,27,9.73
2021,RS,4315602,501,5.55
2021,RS,4316808,534,5.28
2021,RS,4316907,274,7.2
2021,RS,4317103,578,4.72
2021,RS,4317202,305,6.92
2021,RS,4317400,170,8.59
2021,RS,4317509,458,5.75
2021,RS,4318002,458,5.75
2021,RS,4318309,380,6.15
2021,RS,4318705,429,5.9
2021,RS,4319901,352,6.42
2021,RS,4320008,458,5.75
2021,RS,4321204,113,9.04
2021,RS,4322400,99,9.14
2021,RS,4322509,371,6.25
2021,RS,4322608,107,9.07
2021,RS,4323002,311,6.8
2021,MS,5002704,1,10
2021,MS,5003207,63,9.42
2021,MS,5003702,129,8.93
2021,MS,5005707,468,5.74
2021,MS,5006200,30,9.7
2021,MS,5006606,636,3.83
2021,MS,5007901,371,6.25
2021,MS,5008305,407,6
2021,MT,5100250,113,9.04
2021,MT,5101803,380,6.15
2021,MT,5102504,93,9.18
2021,MT,5103403,133,8.9
2021,MT,5105259,128,8.94
2021,MT,5107040,479,5.68
2021,MT,5107602,291,7.08
2021,MT,5107909,25,9.74
2021,MT,5107925,55,9.51
2021,MT,5107958,468,5.74
2021,MT,5108402,236,7.77
2021,GO,5200258,399,6.04
2021,GO,5201108,488,5.62
2021,GO,5201405,52,9.52
2021,GO,5204508,658,3.1
2021,GO,5205109,549,5.17
2021,GO,5205497,508,5.49
2021,GO,5206206,569,4.87
2021,GO,5208004,338,6.58
2021,GO,5208608,424,5.92
2021,GO,5208707,145,8.8
2021,GO,5210000,550,5.16
2021,GO,5211503,616,4.18
2021,GO,5211909,532,5.32
2021,GO,5212501,536,5.27
2021,GO,5213103,391,6.08
2021,GO,5215231,375,6.23
2021,GO,5217609,365,6.28
2021,GO,5218805,249,7.62
2021,GO,5219753,558,5.01
2021,GO,5220454,133,8.9
2021,GO,5221403,49,9.54
2021,GO,5221858,258,7.5
2021,DF,5300108,25,9.74
